date,name,category,value
2011-01-01,Chile,Chile,6.772
2011-01-01,Lithuania,Lithuania,6.496
2011-01-01,Korea,Korea,6.302
2011-01-01,Poland,Poland,6.234
2011-01-01,Luxembourg,Luxembourg,6.112
2011-01-01,Estonia,Estonia,5.823
2011-01-01,Mexico,Mexico,5.701
2011-01-01,Latvia,Latvia,5.572
2011-01-01,Turkey,Turkey,4.688
2012-01-01,United States,United States,16.366
2012-01-01,France,France,11.321
2012-01-01,Switzerland,Switzerland,11.058
2012-01-01,Sweden,Sweden,10.938
2012-01-01,Netherlands,Netherlands,10.904
2012-01-01,Japan,Japan,10.791
2012-01-01,Ireland,Ireland,10.772
2012-01-01,Germany,Germany,10.767
2012-01-01,Denmark,Denmark,10.241
2012-01-01,Canada,Canada,10.24
2012-01-01,Austria,Austria,10.199
2012-01-01,Belgium,Belgium,10.107
2012-01-01,New Zealand,New Zealand,9.652
2012-01-01,Portugal,Portugal,9.348
2012-01-01,Finland,Finland,9.291
2012-01-01,Spain,Spain,9.076
2012-01-01,Italy,Italy,8.956
2012-01-01,Greece,Greece,8.883
2012-01-01,Norway,Norway,8.765
2012-01-01,Slovenia,Slovenia,8.758
2012-01-01,Australia,Australia,8.689
2012-01-01,Iceland,Iceland,8.443
2012-01-01,United Kingdom,United Kingdom,8.339
2012-01-01,Slovak Republic,Slovak Republic,7.634
2012-01-01,Hungary,Hungary,7.466
2012-01-01,Israel,Israel,7.142
2012-01-01,Czech Republic,Czech Republic,7.028
2012-01-01,Chile,Chile,7.021
2012-01-01,Luxembourg,Luxembourg,6.572
2012-01-01,Korea,Korea,6.437
2012-01-01,Lithuania,Lithuania,6.288
2012-01-01,Poland,Poland,6.201
2012-01-01,Mexico,Mexico,5.842
2012-01-01,Estonia,Estonia,5.827
2012-01-01,Latvia,Latvia,5.42
2012-01-01,Turkey,Turkey,4.478
2013-01-01,United States,United States,16.331
2013-01-01,France,France,11.442
2013-01-01,Switzerland,Switzerland,11.314
2013-01-01,Sweden,Sweden,11.101
2013-01-01,Germany,Germany,10.915
2013-01-01,Netherlands,Netherlands,10.897
2013-01-01,Japan,Japan,10.792
2013-01-01,Ireland,Ireland,10.3
2013-01-01,Austria,Austria,10.286
2013-01-01,Belgium,Belgium,10.271
2013-01-01,Denmark,Denmark,10.17
2013-01-01,Canada,Canada,10.133
2013-01-01,United Kingdom,United Kingdom,9.772
2013-01-01,Finland,Finland,9.492
2013-01-01,New Zealand,New Zealand,9.366
2013-01-01,Portugal,Portugal,9.09
2013-01-01,Spain,Spain,9.025
2013-01-01,Italy,Italy,8.952
2013-01-01,Norway,Norway,8.917
2013-01-01,Slovenia,Slovenia,8.792
2013-01-01,Australia,Australia,8.774
2013-01-01,Iceland,Iceland,8.478
2013-01-01,Greece,Greece,8.414
2013-01-01,Czech Republic,Czech Republic,7.807
2013-01-01,Slovak Republic,Slovak Republic,7.528
2013-01-01,Chile,Chile,7.359
2013-01-01,Hungary,Hungary,7.259
2013-01-01,Israel,Israel,7.11
2013-01-01,Korea,Korea,6.578
2013-01-01,Luxembourg,Luxembourg,6.555
2013-01-01,Poland,Poland,6.375
2013-01-01,Lithuania,Lithuania,6.14
2013-01-01,Estonia,Estonia,6.01
2013-01-01,Mexico,Mexico,5.941
2013-01-01,Latvia,Latvia,5.4
2013-01-01,Turkey,Turkey,4.404
2014-01-01,United States,United States,16.505
2014-01-01,France,France,11.595
2014-01-01,Switzerland,Switzerland,11.494
2014-01-01,Sweden,Sweden,11.141
2014-01-01,Germany,Germany,10.957
2014-01-01,Netherlands,Netherlands,10.859
2014-01-01,Japan,Japan,10.832
2014-01-01,Austria,Austria,10.371
2014-01-01,Belgium,Belgium,10.341
2014-01-01,Denmark,Denmark,10.172
2014-01-01,Canada,Canada,9.97
2014-01-01,United Kingdom,United Kingdom,9.724
2014-01-01,Ireland,Ireland,9.686
2014-01-01,Finland,Finland,9.48
2014-01-01,New Zealand,New Zealand,9.418
2014-01-01,Norway,Norway,9.328
2014-01-01,Australia,Australia,9.055
2014-01-01,Spain,Spain,9.024
2014-01-01,Portugal,Portugal,9.022
2014-01-01,Italy,Italy,9.011
2014-01-01,Slovenia,Slovenia,8.506
2014-01-01,Iceland,Iceland,8.497
2014-01-01,Greece,Greece,7.95
2014-01-01,Czech Republic,Czech Republic,7.653
2014-01-01,Chile,Chile,7.624
2014-01-01,Israel,Israel,7.211
2014-01-01,Hungary,Hungary,7.093
2014-01-01,Slovak Republic,Slovak Republic,6.908
2014-01-01,Korea,Korea,6.82
2014-01-01,Luxembourg,Luxembourg,6.429
2014-01-01,Poland,Poland,6.248
2014-01-01,Estonia,Estonia,6.208
2014-01-01,Lithuania,Lithuania,6.195
2014-01-01,Mexico,Mexico,5.608
2014-01-01,Latvia,Latvia,5.465
2014-01-01,Turkey,Turkey,4.347
2015-01-01,United States,United States,16.816
2015-01-01,Switzerland,Switzerland,11.894
2015-01-01,France,France,11.501
2015-01-01,Germany,Germany,11.079
2015-01-01,Sweden,Sweden,11.008
2015-01-01,Japan,Japan,10.872
2015-01-01,Netherlands,Netherlands,10.395
2015-01-01,Canada,Canada,10.377
2015-01-01,Austria,Austria,10.343
2015-01-01,Denmark,Denmark,10.274
2015-01-01,Norway,Norway,10.109
2015-01-01,Belgium,Belgium,10.106
2015-01-01,United Kingdom,United Kingdom,9.793
2015-01-01,Finland,Finland,9.743
2015-01-01,Australia,Australia,9.33
2015-01-01,New Zealand,New Zealand,9.307
2015-01-01,Spain,Spain,9.12
2015-01-01,Italy,Italy,8.985
2015-01-01,Portugal,Portugal,8.972
2015-01-01,Slovenia,Slovenia,8.502
2015-01-01,Iceland,Iceland,8.346
2015-01-01,Greece,Greece,8.194
2015-01-01,Chile,Chile,8.022
2015-01-01,Ireland,Ireland,7.446
2015-01-01,Israel,Israel,7.375
2015-01-01,Czech Republic,Czech Republic,7.149
2015-01-01,Hungary,Hungary,7.121
2015-01-01,Korea,Korea,7.049
2015-01-01,Slovak Republic,Slovak Republic,6.868
2015-01-01,Estonia,Estonia,6.482
2015-01-01,Lithuania,Lithuania,6.476
2015-01-01,Poland,Poland,6.343
2015-01-01,Luxembourg,Luxembourg,6.19
2015-01-01,Mexico,Mexico,5.756
2015-01-01,Latvia,Latvia,5.711
2015-01-01,Turkey,Turkey,4.139
2016-01-01,United States,United States,17.073
2016-01-01,Switzerland,Switzerland,12.248
2016-01-01,France,France,11.539
2016-01-01,Germany,Germany,11.139
2016-01-01,Sweden,Sweden,10.935
2016-01-01,Japan,Japan,10.84
2016-01-01,Canada,Canada,10.535
2016-01-01,Norway,Norway,10.501
2016-01-01,Austria,Austria,10.438
2016-01-01,Netherlands,Netherlands,10.359
2016-01-01,Denmark,Denmark,10.35
2016-01-01,Belgium,Belgium,10.038
2016-01-01,United Kingdom,United Kingdom,9.762
2016-01-01,Finland,Finland,9.493
2016-01-01,Australia,Australia,9.252
2016-01-01,New Zealand,New Zealand,9.222
2016-01-01,Portugal,Portugal,9.076
2016-01-01,Spain,Spain,8.97
2016-01-01,Italy,Italy,8.935
2016-01-01,Slovenia,Slovenia,8.468
2016-01-01,Greece,Greece,8.454
2016-01-01,Iceland,Iceland,8.292
2016-01-01,Chile,Chile,8.189
2016-01-01,Ireland,Ireland,7.378
2016-01-01,Hungary,Hungary,7.365
2016-01-01,Korea,Korea,7.338
2016-01-01,Israel,Israel,7.314
2016-01-01,Czech Republic,Czech Republic,7.142
2016-01-01,Slovak Republic,Slovak Republic,7.125
2016-01-01,Estonia,Estonia,6.684
2016-01-01,Lithuania,Lithuania,6.672
2016-01-01,Poland,Poland,6.516
2016-01-01,Latvia,Latvia,6.243
2016-01-01,Luxembourg,Luxembourg,6.163
2016-01-01,Mexico,Mexico,5.469
2016-01-01,Turkey,Turkey,4.314
2017-01-01,United States,United States,17.15
2017-01-01,Switzerland,Switzerland,12.259
2017-01-01,France,France,11.458
2017-01-01,Germany,Germany,11.272
2017-01-01,Sweden,Sweden,10.916
2017-01-01,Japan,Japan,10.745
2017-01-01,Canada,Canada,10.411
2017-01-01,Norway,Norway,10.369
2017-01-01,Austria,Austria,10.321
2017-01-01,Denmark,Denmark,10.218
2017-01-01,Netherlands,Netherlands,10.143
2017-01-01,Belgium,Belgium,10.02
2017-01-01,United Kingdom,United Kingdom,9.645
2017-01-01,Finland,Finland,9.22
2017-01-01,Australia,Australia,9.133
2017-01-01,New Zealand,New Zealand,9.001
2017-01-01,Portugal,Portugal,8.985
2017-01-01,Italy,Italy,8.901
2017-01-01,Spain,Spain,8.841
2017-01-01,Iceland,Iceland,8.486
2017-01-01,Greece,Greece,8.366
2017-01-01,Chile,Chile,8.091
2017-01-01,Slovenia,Slovenia,7.972
2017-01-01,Korea,Korea,7.569
2017-01-01,Israel,Israel,7.372
2017-01-01,Hungary,Hungary,7.218
2017-01-01,Ireland,Ireland,7.098
2017-01-01,Czech Republic,Czech Republic,7.079
2017-01-01,Slovak Republic,Slovak Republic,7.06
2017-01-01,Estonia,Estonia,6.719
2017-01-01,Poland,Poland,6.675
2017-01-01,Lithuania,Lithuania,6.313
2017-01-01,Latvia,Latvia,6.269
2017-01-01,Luxembourg,Luxembourg,6.079
2017-01-01,Mexico,Mexico,5.404
2017-01-01,Turkey,Turkey,4.227
